CustomerID;Title;FirstName;MiddleName;LastName;City;StateProvinceName;CountryRegionName;BirthDate;Education;Occupation;Gender;MaritalStatus;HomeOwnerFlag;NumberCarsOwned;NumberChildrenAtHome;TotalChildren;YearlyIncome;LastUpdated;BikeBuyer;AvgMonthSpend;BikeBuyerText
28227;NULL;Caleb;P;Wang;Port Orchard;Washington;United States;14/09/1976;Partial High School;Skilled Manual;0;S;1;1;0;0;60793;6/03/2017;1;52.1;YES
16411;NULL;Stanley;NULL;Sanchez;Offenbach;Saarland;Germany;21/08/1984;Partial High School;Manual;0;S;0;1;0;0;30763;6/03/2017;0;59.24;NO
12925;NULL;Mackenzie;NULL;Blue;Burbank;California;United States;13/08/1986;Graduate Degree;Professional;1;M;1;0;0;2;135185;6/03/2017;0;52.68;NO
28605;NULL;Caleb;D;Coleman;Glendale;California;United States;23/09/1976;Partial High School;Skilled Manual;0;S;1;1;0;0;57677;6/03/2017;0;59.09;NO
16051;NULL;Leonard;D;Xu;Lille;Nord;France;18/09/1976;Bachelors;Clerical;0;M;1;1;1;2;78065;6/03/2017;1;59.07;YES
15535;NULL;Jordan;L;Scott;Burlingame;California;United States;1/11/1983;Bachelors;Clerical;0;M;1;2;1;2;82159;6/03/2017;1;55.33;YES
14684;NULL;James;NULL;Zhang;Geelong;Victoria;Australia;14/12/1984;Bachelors;Management;0;M;1;3;1;2;104925;6/03/2017;1;60.88;YES
24098;NULL;Olivia;E;Howard;Darmstadt;Hessen;Germany;19/07/1985;Partial College;Skilled Manual;1;S;0;2;0;0;53762;6/03/2017;1;50.67;YES
15718;NULL;Heather;L;Lin;Darlinghurst;New South Wales;Australia;15/04/1996;Bachelors;Clerical;1;M;0;0;0;0;85651;6/03/2017;0;50.85;NO
17774;NULL;Brandi;S;Gutierrez;Dresden;Hessen;Germany;24/03/1988;Partial College;Clerical;1;M;1;1;1;1;78680;6/03/2017;1;50.72;YES
17709;NULL;Martin;NULL;Raman;Esher-Molesey;England;United Kingdom;13/05/1981;Graduate Degree;Professional;0;M;1;2;0;2;138681;6/03/2017;1;53.75;YES
27781;NULL;Allen;E;Sai;London;England;United Kingdom;11/01/1985;High School;Clerical;0;S;0;0;0;0;86677;6/03/2017;1;53.75;YES
15057;NULL;Regina;M;Chandra;London;England;United Kingdom;27/06/1979;Partial College;Clerical;1;S;1;0;0;0;84713;6/03/2017;1;50.43;YES
27418;NULL;Mya;NULL;Coleman;Woodland Hills;California;United States;22/09/1968;Partial College;Management;1;S;1;3;0;0;102387;6/03/2017;1;51.8;YES
13647;NULL;Armando;M;Alonso;East Brisbane;Queensland;Australia;13/06/1990;Partial High School;Manual;0;S;0;0;0;0;26017;6/03/2017;0;47.35;NO
13807;NULL;Frederick;J;Rana;Duesseldorf;Hessen;Germany;12/10/1984;Partial College;Clerical;0;S;0;2;0;0;78140;6/03/2017;1;56.06;YES
22804;NULL;Kelly;NULL;Butler;Hamburg;Hamburg;Germany;16/11/1974;Partial College;Skilled Manual;1;M;1;2;0;2;57071;6/03/2017;0;49.02;NO
22117;NULL;Sydney;C;Perez;Vancouver;British Columbia;Canada;11/04/1973;Graduate Degree;Manual;1;M;1;1;0;1;36338;6/03/2017;0;47;NO
26032;NULL;Leslie;J;Ruiz;Rhodes;New South Wales;Australia;5/08/1985;Bachelors;Skilled Manual;1;M;1;2;0;1;55936;6/03/2017;0;48.44;NO
18593;NULL;Sydney;C;Martinez;Renton;Washington;United States;3/07/1985;Bachelors;Skilled Manual;1;S;0;2;0;0;59776;6/03/2017;0;49.16;NO
25858;NULL;Mariah;V;Gonzales;Milwaukie;Oregon;United States;5/11/1965;Partial High School;Skilled Manual;1;S;1;1;0;1;53200;6/03/2017;0;50.59;NO
26154;NULL;Cory;NULL;Madan;East Brisbane;Queensland;Australia;28/10/1982;Partial College;Manual;0;M;1;0;2;2;33934;6/03/2017;1;50.69;YES
28521;NULL;Bradley;NULL;Tang;Duesseldorf;Hessen;Germany;15/09/1989;Graduate Degree;Skilled Manual;0;S;0;0;0;0;58601;6/03/2017;0;49.56;NO
27768;NULL;Deanna;C;Madan;Orleans;Loiret;France;20/03/1987;High School;Clerical;1;S;0;3;0;0;78945;6/03/2017;0;51.41;NO
26883;NULL;Shelby;NULL;Bradley;Villeneuve-d'Ascq;Nord;France;27/06/1996;High School;Manual;1;S;0;0;0;0;32044;6/03/2017;0;48.07;NO
16325;NULL;Emma;K;Williams;Runcorn;England;United Kingdom;10/09/1933;Partial College;Management;1;S;1;2;1;1;112047;6/03/2017;1;53.7;YES
26991;NULL;Rodney;A;Ortega;M?ºnster;Saarland;Germany;9/05/1992;High School;Clerical;0;M;1;0;0;1;79952;6/03/2017;1;49.27;YES
20805;NULL;Brandon;NULL;Williams;Hof;Bayern;Germany;12/09/1975;Partial College;Manual;0;M;1;1;0;2;35702;6/03/2017;1;52.27;YES
27333;NULL;Kathryn;NULL;Luo;Stuttgart;Saarland;Germany;22/09/1968;Partial College;Skilled Manual;1;M;1;0;1;2;57286;6/03/2017;1;48.22;YES
13902;NULL;Jeremiah;NULL;Simmons;Concord;California;United States;18/03/1989;Graduate Degree;Skilled Manual;0;M;0;0;0;1;57036;6/03/2017;1;49.26;YES
21475;NULL;Cassidy;NULL;Alexander;Daly City;California;United States;20/08/1968;Bachelors;Clerical;1;M;1;2;1;1;82552;6/03/2017;1;52.33;YES
15883;NULL;Tristan;NULL;Coleman;Coronado;California;United States;13/11/1965;Bachelors;Professional;0;M;1;1;1;2;130517;6/03/2017;1;55.81;YES
25781;NULL;Alejandro;NULL;Xie;London;England;United Kingdom;19/02/1964;Bachelors;Manual;0;S;1;0;0;1;32990;6/03/2017;1;48.65;YES
25045;NULL;Paige;NULL;Russell;Bellingham;Washington;United States;3/03/1994;High School;Manual;1;M;0;1;0;0;35976;6/03/2017;0;46.76;NO
15594;NULL;Joanna;NULL;Carlson;Goulburn;New South Wales;Australia;9/03/1987;Graduate Degree;Clerical;1;S;0;0;0;0;80570;6/03/2017;1;52.34;YES
13306;NULL;Kaitlyn;NULL;Cox;Santa Monica;California;United States;28/11/1975;High School;Skilled Manual;1;M;1;1;0;2;58899;6/03/2017;1;48.79;YES
13666;NULL;Teresa;NULL;Ruiz;Grevenbroich;Bayern;Germany;17/07/1993;Partial High School;Skilled Manual;1;S;0;0;0;0;61956;6/03/2017;0;52.08;NO
28613;NULL;James;D;Campbell;Everett;Washington;United States;20/06/1976;High School;Manual;0;M;1;1;0;2;27870;6/03/2017;0;46.65;NO
14676;NULL;Micah;C;Wang;Goulburn;New South Wales;Australia;26/01/1987;Bachelors;Skilled Manual;0;S;0;2;0;0;51704;6/03/2017;1;52.13;YES
28427;NULL;Yolanda;NULL;Deng;London;England;United Kingdom;10/04/1997;Partial College;Management;1;S;0;0;0;0;105891;6/03/2017;0;54.67;NO
15213;NULL;Briana;L;Martin;Hobart;Tasmania;Australia;6/07/1981;Partial College;Clerical;1;M;1;3;0;2;82216;6/03/2017;1;49.39;YES
18588;NULL;Isabella;NULL;Rogers;Seattle;Washington;United States;18/11/1985;Bachelors;Skilled Manual;1;S;0;1;0;0;58372;6/03/2017;0;48.93;NO
18841;NULL;Gabriella;NULL;Campbell;Shawnee;British Columbia;Canada;6/09/1956;Partial College;Skilled Manual;1;M;1;1;1;2;56626;6/03/2017;1;52.89;YES
13288;NULL;Jackson;NULL;Lopez;Grossmont;California;United States;20/09/1983;Partial College;Skilled Manual;0;M;1;2;0;1;53367;6/03/2017;0;55.4;NO
22022;NULL;Christopher;M;Davis;Redwood City;California;United States;4/11/1997;Partial High School;Manual;0;S;0;0;0;0;28750;6/03/2017;0;45.95;NO
13197;NULL;Katherine;J;Smith;N. Vancouver;British Columbia;Canada;27/12/1963;Graduate Degree;Skilled Manual;1;M;1;2;0;2;59994;6/03/2017;0;49.44;NO
14174;NULL;Alberto;A;Diaz;Berlin;Hessen;Germany;8/09/1965;High School;Skilled Manual;0;M;1;2;1;2;54516;6/03/2017;1;51.71;YES
14092;NULL;Maurice;NULL;Nath;Bellingham;Washington;United States;24/11/1997;Partial High School;Skilled Manual;0;S;0;1;0;0;53750;6/03/2017;1;51.76;YES
11646;NULL;Anna;A;Foster;Burien;Washington;United States;19/03/1989;Bachelors;Skilled Manual;1;S;0;0;0;0;57716;6/03/2017;1;52.75;YES
23358;NULL;Alberto;NULL;Alvarez;Colma;California;United States;11/04/1994;High School;Manual;0;M;0;0;0;0;28383;6/03/2017;0;46.04;NO
17853;NULL;Ernest;W;Chen;Frankfurt am Main;Saarland;Germany;6/05/1993;Partial High School;Manual;0;S;0;0;0;0;36569;6/03/2017;0;51.24;NO
12786;NULL;James;NULL;Yang;Bellflower;California;United States;3/03/1976;Partial College;Management;0;M;1;3;2;2;109581;6/03/2017;1;54.34;YES
21487;NULL;Jacqueline;R;Ramirez;Novato;California;United States;11/03/1969;Partial College;Clerical;1;S;1;0;0;0;76776;6/03/2017;1;50.13;YES
20772;NULL;Samantha;NULL;Garcia;Woodland Hills;California;United States;8/04/1978;Graduate Degree;Professional;1;S;1;2;0;0;137727;6/03/2017;1;54.32;YES
18376;NULL;Abigail;L;Diaz;Novato;California;United States;26/07/1976;Partial College;Skilled Manual;1;M;1;2;1;2;55340;6/03/2017;1;51.74;YES
12046;NULL;Alexa;NULL;Cook;San Carlos;California;United States;18/07/1994;Partial College;Manual;1;S;0;1;0;0;27779;6/03/2017;0;49.83;NO
17154;NULL;Geoffrey;L;Martinez;Burbank;California;United States;20/08/1969;Bachelors;Skilled Manual;0;M;1;0;0;2;56833;6/03/2017;1;51.51;YES
28498;NULL;Tabitha;M;Ruiz;Verrieres Le Buisson;Essonne;France;11/04/1979;High School;Manual;1;S;0;0;0;0;33026;6/03/2017;1;49.25;YES
14114;NULL;Chloe;C;Martin;Coronado;California;United States;7/01/1992;Partial College;Clerical;1;M;1;1;0;1;78520;6/03/2017;0;50.52;NO
12137;NULL;Jack;NULL;Green;Novato;California;United States;4/11/1952;Graduate Degree;Skilled Manual;0;M;1;1;0;3;54573;6/03/2017;1;47.49;YES
26009;NULL;Luis;R;Foster;Downey;California;United States;13/09/1979;Graduate Degree;Professional;0;M;1;1;1;2;128329;6/03/2017;1;61.65;YES
24857;NULL;Anna;NULL;Henderson;Cheltenham;England;United Kingdom;20/04/1974;High School;Skilled Manual;1;M;1;0;1;2;57689;6/03/2017;1;52.41;YES
28106;NULL;Chloe;A;Williams;Grossmont;California;United States;27/05/1997;Partial College;Manual;1;M;0;1;0;0;36575;6/03/2017;1;46.85;YES
18182;NULL;Kristi;J;Prasad;Berlin;Saarland;Germany;5/10/1968;Partial High School;Manual;1;S;1;0;0;0;32896;6/03/2017;0;49.24;NO
20140;NULL;Joe;A;Navarro;Essen;Hamburg;Germany;7/09/1978;Bachelors;Clerical;0;M;1;0;0;1;81432;6/03/2017;1;51.21;YES
20370;NULL;Blake;S;Young;Issaquah;Washington;United States;1/08/1974;Partial High School;Manual;0;M;1;1;1;2;34554;6/03/2017;0;52.58;NO
12631;NULL;Clarence;H;Gao;Paris;Seine (Paris);France;17/05/1964;High School;Skilled Manual;0;S;1;1;1;1;54375;6/03/2017;1;50.17;YES
11743;NULL;Chase;E;Kelly;Spring Valley;California;United States;16/03/1978;Bachelors;Management;0;M;1;2;2;2;111563;6/03/2017;1;57.54;YES
20516;NULL;Gabriel;NULL;Russell;West Covina;California;United States;2/08/1967;Partial College;Clerical;0;M;1;1;1;2;85889;6/03/2017;1;52.65;YES
28268;NULL;Jordan;T;Campbell;Concord;California;United States;13/07/1981;High School;Skilled Manual;1;S;0;0;0;0;62077;6/03/2017;1;50.78;YES
20481;NULL;Jordan;L;Edwards;Newport Beach;California;United States;7/03/1982;High School;Clerical;0;M;1;2;1;1;78344;6/03/2017;1;59.05;YES
17194;NULL;Wyatt;NULL;Thompson;Werne;Nordrhein-Westfalen;Germany;19/08/1974;Partial College;Skilled Manual;0;M;1;0;1;2;52349;6/03/2017;1;57.08;YES
12747;NULL;Colleen;J;Hu;Hamburg;Hamburg;Germany;2/11/1991;Partial High School;Skilled Manual;1;S;0;1;0;0;61820;6/03/2017;0;50.47;NO
20784;NULL;Eduardo;NULL;Walker;Burbank;California;United States;21/02/1979;Graduate Degree;Professional;0;M;1;3;1;2;128425;6/03/2017;1;62.7;YES
28419;NULL;Cheryl;NULL;Suarez;Les Ulis;Essonne;France;14/02/1982;Bachelors;Clerical;1;M;1;2;2;2;84402;6/03/2017;1;53.02;YES
17301;NULL;Nicolas;N;Raji;North Sydney;New South Wales;Australia;2/04/1984;Bachelors;Management;0;S;1;1;0;0;108902;6/03/2017;0;58.43;NO
18786;NULL;Dustin;NULL;Chande;Bellflower;California;United States;16/10/1987;Bachelors;Skilled Manual;0;S;0;2;0;0;62372;6/03/2017;1;48.62;YES
11666;NULL;Angel;NULL;Baker;Torrance;California;United States;17/12/1990;Graduate Degree;Professional;0;M;1;3;0;0;133099;6/03/2017;1;52.28;YES
25275;NULL;Christina;NULL;Watson;Port Orchard;Washington;United States;26/02/1996;High School;Clerical;1;S;0;0;0;0;85962;6/03/2017;1;54.34;YES
12095;NULL;Austin;K;Griffin;Lincoln Acres;California;United States;25/02/1968;Bachelors;Professional;0;M;1;2;0;2;129522;6/03/2017;0;55.38;NO
27681;NULL;Olivia;NULL;Jackson;Chula Vista;California;United States;10/06/1971;Partial College;Manual;1;M;1;1;1;1;34135;6/03/2017;1;47.29;YES
25471;NULL;Spencer;R;Ross;Drancy;Seine Saint Denis;France;21/05/1985;High School;Skilled Manual;0;M;1;0;0;1;59521;6/03/2017;0;55.15;NO
19282;NULL;Hailey;T;Wood;Villeneuve-d'Ascq;Nord;France;8/05/1978;Graduate Degree;Manual;1;M;1;1;1;2;34487;6/03/2017;1;48.22;YES
21913;NULL;Arthur;NULL;Blanco;Morangis;Essonne;France;27/05/2000;Partial High School;Skilled Manual;0;S;0;1;0;0;54306;6/03/2017;1;50.16;YES
15408;NULL;Olivia;NULL;Thompson;Glendale;California;United States;26/10/1973;Graduate Degree;Clerical;1;S;1;2;0;0;79606;6/03/2017;0;53.6;NO
27018;NULL;Blake;NULL;Price;Chula Vista;California;United States;26/07/1986;Graduate Degree;Clerical;0;S;0;1;0;0;77126;6/03/2017;1;56.14;YES
24186;NULL;Theodore;NULL;Alonso;Oxford;England;United Kingdom;19/02/1980;Partial College;Skilled Manual;0;S;0;1;0;0;59362;6/03/2017;1;51.25;YES
12382;NULL;Tamara;NULL;Chen;London;England;United Kingdom;11/11/1992;Partial High School;Manual;1;S;0;1;0;0;34019;6/03/2017;0;47.17;NO
24211;NULL;Sharon;A;Shan;Peterborough;England;United Kingdom;18/01/1989;Graduate Degree;Professional;1;S;1;2;0;0;129567;6/03/2017;1;56.05;YES
18010;NULL;Clarence;S;Jai;Orleans;Loiret;France;10/05/1985;Partial College;Skilled Manual;0;S;0;2;0;0;60667;6/03/2017;1;54.42;YES
27794;NULL;Dawn;W;Kumar;Reading;England;United Kingdom;11/04/1953;Graduate Degree;Professional;1;M;1;2;0;2;138022;6/03/2017;0;52.27;NO
12253;NULL;Jenny;L;Sun;North Sydney;New South Wales;Australia;14/02/1997;Partial College;Skilled Manual;1;S;0;1;0;0;53629;6/03/2017;0;50.52;NO
14287;NULL;Derek;NULL;Xie;Port Macquarie;New South Wales;Australia;27/08/1979;Graduate Degree;Management;0;S;1;0;0;0;107890;6/03/2017;1;60.61;YES
20945;NULL;Roger;M;Tang;M?ºnchen;Nordrhein-Westfalen;Germany;26/05/1996;Partial College;Clerical;0;S;0;0;0;0;83477;6/03/2017;0;52.7;NO
20449;NULL;Rachel;NULL;Walker;Burlingame;California;United States;7/04/1996;Partial College;Manual;1;S;0;0;0;0;25978;6/03/2017;0;47.12;NO
16027;NULL;Anne;NULL;Vazquez;Caloundra;Queensland;Australia;15/08/1966;Partial College;Skilled Manual;1;M;1;2;0;2;57948;6/03/2017;0;48.43;NO
12339;NULL;Clayton;NULL;Jai;Findon;South Australia;Australia;8/07/1996;Bachelors;Manual;0;S;0;0;0;0;27626;6/03/2017;0;46.56;NO
22364;NULL;Katherine;E;Jenkins;San Francisco;California;United States;20/09/1978;Graduate Degree;Skilled Manual;1;M;1;0;0;1;52502;6/03/2017;1;48.7;YES
21545;NULL;Michele;M;Schmidt;York;England;United Kingdom;13/10/1969;High School;Manual;1;M;1;0;0;2;32859;6/03/2017;0;45.89;NO
24830;NULL;Alexandra;W;Cox;Burien;Washington;United States;8/09/1985;Graduate Degree;Manual;1;M;0;0;0;2;34470;6/03/2017;1;47.09;YES
16797;NULL;Evan;V;Reed;Walla Walla;Washington;United States;18/11/1968;Partial College;Manual;0;M;1;0;0;2;33994;6/03/2017;1;45.66;YES
25590;NULL;Naomi;E;Gill;Poing;Saarland;Germany;24/09/1990;Partial College;Skilled Manual;1;S;0;2;0;0;56889;6/03/2017;0;50.49;NO
14784;NULL;Victor;K;Dominguez;Oxford;England;United Kingdom;5/12/1987;Bachelors;Manual;0;S;0;0;0;0;31101;6/03/2017;1;49.86;YES
26642;NULL;Gabrielle;J;Evans;W. Linn;Oregon;United States;18/06/1978;Partial College;Clerical;1;M;1;2;1;2;79698;6/03/2017;1;50.87;YES
28262;NULL;Destiny;NULL;Diaz;Everett;Washington;United States;7/07/1981;Partial College;Management;1;M;1;2;1;2;110846;6/03/2017;1;54.4;YES
28872;NULL;Kelli;A;He;Bendigo;Victoria;Australia;16/06/1991;Partial High School;Skilled Manual;1;S;0;1;0;0;57466;6/03/2017;0;50.07;NO
27488;NULL;Sheila;NULL;Munoz;Rhodes;New South Wales;Australia;2/07/1971;Partial High School;Skilled Manual;1;M;1;1;1;2;57090;6/03/2017;1;49.65;YES
23565;NULL;Julia;L;Torres;Newport Beach;California;United States;2/11/1996;High School;Clerical;1;S;0;3;0;0;82037;6/03/2017;0;53.06;NO
18737;NULL;Ricky;NULL;Gomez;Bendigo;Victoria;Australia;21/07/1979;Bachelors;Skilled Manual;0;S;0;2;0;0;52717;6/03/2017;1;53.41;YES
16443;NULL;Dawn;C;Gao;Gloucestershire;England;United Kingdom;8/03/1999;Partial College;Clerical;1;S;0;3;0;0;79118;6/03/2017;0;54.45;NO
26350;NULL;Gabrielle;NULL;King;N. Vancouver;British Columbia;Canada;2/11/1985;Graduate Degree;Manual;1;M;0;1;2;2;36501;6/03/2017;1;49.32;YES
17786;NULL;Kathleen;NULL;Gutierrez;Newcastle upon Tyne;England;United Kingdom;25/10/1987;Partial College;Clerical;1;S;0;0;0;0;86737;6/03/2017;1;54.73;YES
14663;NULL;Arturo;R;Hu;Colma;California;United States;4/10/1978;Bachelors;Skilled Manual;0;M;1;0;1;2;58529;6/03/2017;1;52.36;YES
17477;NULL;Miranda;NULL;Griffin;Bremerton;Washington;United States;12/03/1962;Bachelors;Management;1;S;1;3;1;1;107870;6/03/2017;1;54.49;YES
27255;NULL;Xavier;L;Rivera;Lake Oswego;Oregon;United States;10/06/1992;Bachelors;Skilled Manual;0;M;0;1;0;1;58953;6/03/2017;0;49.24;NO
21474;NULL;Lucas;L;Gray;Kirkland;Washington;United States;22/10/1968;Partial College;Clerical;0;M;1;2;1;2;77607;6/03/2017;1;59.43;YES
25188;NULL;Kevin;S;Li;Sooke;British Columbia;Canada;13/01/1956;Partial College;Skilled Manual;0;M;1;2;0;3;59464;6/03/2017;0;48.8;NO
16358;NULL;Samuel;L;Jai;Victoria;British Columbia;Canada;8/01/1994;High School;Skilled Manual;0;M;0;2;0;0;57786;6/03/2017;1;48.42;YES
15137;NULL;Luke;NULL;Foster;Sydney;New South Wales;Australia;13/08/1992;High School;Manual;0;M;0;1;0;1;31877;6/03/2017;0;45.99;NO
16471;NULL;Vanessa;NULL;Hayes;Chatou;Yveline;France;17/08/1933;High School;Skilled Manual;1;M;1;0;0;3;53308;6/03/2017;1;48.79;YES
27252;NULL;Andrea;M;Stewart;Oak Bay;British Columbia;Canada;17/07/1991;Graduate Degree;Professional;1;M;1;3;0;0;137943;6/03/2017;1;53.09;YES
29241;NULL;Sophia;NULL;Evans;Bellingham;Washington;United States;28/08/1982;Partial College;Management;1;S;1;2;0;0;106718;6/03/2017;0;54.84;NO
14290;NULL;Jonathan;NULL;Wilson;Corvallis;Oregon;United States;10/03/1977;Partial High School;Skilled Manual;0;S;1;1;0;0;61966;6/03/2017;1;58.95;YES
22638;NULL;Kristi;NULL;Gutierrez;Solingen;Nordrhein-Westfalen;Germany;19/10/1987;Partial High School;Skilled Manual;1;S;0;0;0;0;59016;6/03/2017;0;51.56;NO
23813;NULL;Hannah;E;Bennett;Redwood City;California;United States;7/07/1979;Partial College;Skilled Manual;1;S;0;2;0;0;57754;6/03/2017;1;48.17;YES
27806;NULL;Krista;NULL;Sanz;Maidenhead;England;United Kingdom;21/02/1982;Partial College;Clerical;1;S;1;1;0;0;87499;6/03/2017;0;50.38;NO
11358;NULL;Cynthia;NULL;Malhotra;Coffs Harbour;New South Wales;Australia;11/11/1998;Partial College;Management;1;S;0;3;0;0;109789;6/03/2017;1;56.08;YES
24524;NULL;Megan;L;Lewis;Concord;California;United States;6/05/1988;Bachelors;Management;1;M;1;3;0;0;104035;6/03/2017;1;50.96;YES
24477;NULL;Warren;R;Zeng;Findon;South Australia;Australia;26/02/1981;Partial College;Clerical;0;S;1;2;0;0;78413;6/03/2017;1;58.54;YES
26084;NULL;Luke;NULL;Jenkins;Spring Valley;California;United States;26/04/1982;Bachelors;Clerical;0;M;1;2;0;2;78396;6/03/2017;0;57.17;NO
21460;NULL;Jack;NULL;Carter;Spring Valley;California;United States;7/08/1965;Bachelors;Skilled Manual;0;M;1;0;0;2;54441;6/03/2017;1;48.93;YES
26383;NULL;Ronnie;NULL;Hu;Paris;Seine (Paris);France;16/02/1976;Partial College;Manual;0;S;0;0;0;0;28711;6/03/2017;0;49.9;NO
17694;NULL;Joan;A;Carter;Lincoln Acres;California;United States;6/08/1993;Graduate Degree;Professional;1;S;0;3;0;0;129067;6/03/2017;1;56.02;YES
20972;NULL;Francisco;A;Vance;Birmingham;England;United Kingdom;14/06/1957;Bachelors;Management;0;M;1;1;1;2;105772;6/03/2017;1;55.16;YES
28476;NULL;Bradley;J;Xie;Paris;Seine (Paris);France;12/10/1961;Partial College;Clerical;0;S;1;1;0;1;83057;6/03/2017;0;53.46;NO
25464;NULL;Jose;J;Wilson;Saint Germain en Laye;Yveline;France;3/03/1986;High School;Skilled Manual;0;M;1;1;1;2;56598;6/03/2017;1;49.14;YES
19325;NULL;Kelli;NULL;Chen;M?ºnchen;Hessen;Germany;15/03/1987;Bachelors;Manual;1;M;0;1;1;2;33503;6/03/2017;1;48.4;YES
16937;NULL;Craig;NULL;Rubio;Croix;Nord;France;28/08/1982;Graduate Degree;Professional;0;M;1;2;0;0;135358;6/03/2017;1;54.12;YES
21272;NULL;Nicole;L;Ward;Port Hammond;British Columbia;Canada;24/12/1988;Bachelors;Management;1;S;0;2;0;0;110952;6/03/2017;1;54.93;YES
24367;NULL;Ross;NULL;Sara;Seaford;Victoria;Australia;10/02/1989;Graduate Degree;Professional;0;S;1;3;0;0;136281;6/03/2017;0;52.04;NO
11296;NULL;Haley;NULL;Richardson;Everett;Washington;United States;7/10/1955;Graduate Degree;Professional;1;S;1;0;0;1;134033;6/03/2017;1;55.46;YES
21341;NULL;Louis;C;Liu;Concord;California;United States;16/09/1958;Graduate Degree;Professional;0;M;1;1;1;2;129502;6/03/2017;1;55.27;YES
24698;NULL;Blake;E;Carter;Frankfurt;Hessen;Germany;23/05/1993;High School;Skilled Manual;0;S;0;0;0;0;58387;6/03/2017;1;49.15;YES
17001;NULL;Ashley;F;Moore;Sedro Woolley;Washington;United States;2/09/1983;Bachelors;Management;1;S;1;3;0;0;102948;6/03/2017;0;51.16;NO
22930;NULL;Brett;L;Raman;Sunbury;Victoria;Australia;22/11/1987;Bachelors;Professional;0;M;1;2;0;0;131323;6/03/2017;1;51.91;YES
13309;NULL;Angela;NULL;Sanders;El Cajon;California;United States;21/05/1956;Bachelors;Clerical;1;M;1;2;0;2;77470;6/03/2017;0;50.18;NO
24776;NULL;Samantha;F;Perry;San Gabriel;California;United States;5/10/1991;Graduate Degree;Professional;1;M;1;2;0;0;129777;6/03/2017;1;52.31;YES
15401;NULL;Rachel;R;Hughes;Lemon Grove;California;United States;16/08/1974;Partial High School;Manual;1;S;0;1;0;0;33196;6/03/2017;0;48.73;NO
21741;NULL;Alexa;E;Sanders;N. Vancouver;British Columbia;Canada;14/06/1976;Partial College;Management;1;M;1;2;1;2;110863;6/03/2017;1;55.6;YES
26672;NULL;Kelli;NULL;Sharma;North Sydney;New South Wales;Australia;7/08/1986;Bachelors;Professional;1;M;1;2;1;2;130832;6/03/2017;1;52.82;YES
15600;NULL;Josue;R;Dominguez;Bendigo;Victoria;Australia;2/11/1988;Bachelors;Manual;0;M;0;1;1;2;30556;6/03/2017;1;49.53;YES
25137;NULL;Nina;R;Raje;Townsville;Queensland;Australia;1/08/1988;Bachelors;Management;1;M;1;3;0;0;108692;6/03/2017;1;51.87;YES
27996;NULL;Angela;NULL;Alexander;Mill Valley;California;United States;21/05/1957;Graduate Degree;Skilled Manual;1;M;1;2;2;2;54780;6/03/2017;1;47.84;YES
28472;NULL;Kellie;M;Ramos;Darmstadt;Hessen;Germany;14/07/1958;Bachelors;Skilled Manual;1;M;1;1;0;3;57568;6/03/2017;0;48.27;NO
18395;NULL;Xavier;D;Howard;Woodburn;Oregon;United States;4/07/1982;Partial College;Skilled Manual;0;M;1;1;1;2;53935;6/03/2017;0;55.7;NO
11534;NULL;Cameron;M;Lewis;Long Beach;California;United States;13/11/1978;Graduate Degree;Professional;0;S;1;2;0;0;130831;6/03/2017;1;58.54;YES
11851;NULL;Jada;NULL;Mitchell;Concord;California;United States;8/09/1983;Bachelors;Clerical;1;S;0;0;0;0;83616;7/03/2017;0;49.82;NO
27684;NULL;Emma;NULL;Coleman;Edmonds;Washington;United States;26/12/1969;Partial College;Clerical;1;M;1;3;2;2;86932;6/03/2017;1;51.3;YES
21415;NULL;Sydney;NULL;Sanchez;Redmond;Washington;United States;22/07/1994;Partial College;Skilled Manual;1;S;0;1;0;0;58625;6/03/2017;0;49.4;NO
23444;NULL;Aidan;NULL;Washington;Chatou;Yveline;France;13/11/1993;Partial College;Skilled Manual;0;S;0;0;0;0;61912;6/03/2017;0;53.54;NO
25180;NULL;Ana;NULL;Simmons;Lynnwood;Washington;United States;25/03/1981;High School;Skilled Manual;1;S;0;1;0;0;56625;6/03/2017;0;50.28;NO
15954;NULL;Marshall;L;Deng;Bellflower;California;United States;27/08/1983;Partial College;Skilled Manual;0;M;1;2;0;2;61679;6/03/2017;0;56.42;NO
20881;NULL;Wendy;C;Navarro;Bury;England;United Kingdom;7/06/1987;Partial College;Manual;1;S;0;0;0;0;31747;6/03/2017;1;45.5;YES
13253;NULL;Carly;R;Xie;London;England;United Kingdom;20/05/1978;Partial College;Skilled Manual;1;M;1;0;0;2;57426;6/03/2017;1;48.98;YES
16278;NULL;Angel;L;Turner;Hof;Bayern;Germany;23/06/1984;Partial College;Clerical;0;M;1;1;1;2;80987;6/03/2017;1;52.32;YES
11780;NULL;Jessica;K;Alexander;Edmonds;Washington;United States;20/11/1991;Graduate Degree;Professional;1;S;1;0;0;0;129957;6/03/2017;1;56.52;YES
14246;NULL;Devin;A;Garcia;Glendale;California;United States;7/03/1962;Bachelors;Clerical;0;S;1;2;0;1;77879;6/03/2017;0;50.3;NO
15369;NULL;Connor;NULL;Perez;Burien;Washington;United States;21/02/1976;Partial College;Skilled Manual;0;M;1;2;1;2;57127;6/03/2017;1;51.07;YES
